,json_file,pickle_file,line_id,png_file,png_w,png_h,draw_ori_pos_x,draw_ori_pos_y,xtrans_pix,ytrans_pix,rotate_ccw_deg
0,240316_070747_379660.json,240316_070747_379660.pickle,1,240316_070747_379660_000001,1769,179,62.7158814589359,165.7036148616993,-31.466513254624886,-1.6024057078753728,1.0886160363243746
1,240316_070747_893571.json,240316_070747_893571.pickle,1,240316_070747_893571_000001,1445,344,36.923225391713174,169.67304431513915,-16.053642804298015,-6.771152663292197,-0.37507847938059047
2,240316_070749_327202.json,240316_070749_327202.pickle,1,240316_070749_327202_000001,1651,452,76.22783859952835,196.39703035692926,31.607566322935476,5.335984535839898,0.23041167656258912
3,240316_070749_327202.json,240316_070749_327202.pickle,2,240316_070749_327202_000002,1659,447,76.22783859952835,196.30269609383933,15.099958897993789,2.7747559226308396,-0.07553967405827199
4,240316_070749_327202.json,240316_070749_327202.pickle,3,240316_070749_327202_000003,1657,455,74.25973318164813,207.30895133622278,-14.214625005997046,6.867354168723766,-0.25598981392915393
5,240316_070749_327202.json,240316_070749_327202.pickle,4,240316_070749_327202_000004,1663,458,82.07355011035477,212.316357447371,12.722519837420185,-14.600288776331334,0.5794734492073802
6,240316_070749_327202.json,240316_070749_327202.pickle,5,240316_070749_327202_000005,1660,459,77.74372755105605,196.99978827489375,-22.36294613827352,-15.604403587223233,-0.13140078363786517
7,240316_070749_327202.json,240316_070749_327202.pickle,6,240316_070749_327202_000006,1658,436,75.58557966638341,198.62354206332202,-12.50152255788449,-12.591440081821,0.7724484376872371
8,240316_070749_327202.json,240316_070749_327202.pickle,7,240316_070749_327202_000007,1659,455,76.94184474371701,203.9878662959037,-32.224588739339886,8.397295865067065,0.2550989967271199
9,240316_070749_327202.json,240316_070749_327202.pickle,8,240316_070749_327202_000008,1662,452,80.10146219674692,199.80216163772766,25.670529648308776,10.828518371823984,-0.9380277745253106
10,240316_070749_327202.json,240316_070749_327202.pickle,9,240316_070749_327202_000009,1659,445,79.69988075412671,180.02815947996274,13.345986084023256,-8.831341778924722,0.47179838976994537
11,240316_070749_327202.json,240316_070749_327202.pickle,10,240316_070749_327202_000010,1661,448,80.15367133586216,198.55709200251027,37.90631834437942,7.570220524434922,0.4114119935696108
12,240316_070749_327202.json,240316_070749_327202.pickle,11,240316_070749_327202_000011,1658,460,77.4517967352877,190.54267904161426,28.39031168473945,6.2627705525923,-1.4045095457354344
13,240316_070809_218394.json,240316_070809_218394.pickle,1,240316_070809_218394_000001,1697,291,70.08635264683265,194.41874631390874,-0.21903408913593672,-3.1008072092915855,0.505361574912695
