,json_file,pickle_file,line_id,png_file,png_w,png_h,draw_ori_pos_x,draw_ori_pos_y,xtrans_pix,ytrans_pix,rotate_ccw_deg
0,240316_070641_837363.json,240316_070641_837363.pickle,1,240316_070641_837363_000001,1620,224,58.744167272412696,174.13179549883222,-40.347633608212874,-3.8350293538270224,-0.2328679044755679
1,240316_070641_837363.json,240316_070641_837363.pickle,2,240316_070641_837363_000002,1623,222,65.05403602816506,165.34772048420274,26.811849858665294,6.277222774499065,1.0711457870908705
2,240316_070641_837363.json,240316_070641_837363.pickle,3,240316_070641_837363_000003,1620,208,59.845709605555996,167.57067037167994,-28.810824462941483,-1.219681570860034,0.8060279363307195
3,240316_070644_893976.json,240316_070644_893976.pickle,1,240316_070644_893976_000001,1436,229,93.99115787926058,240.97976324085704,-5.373903483003437,-1.9533617005158639,-0.7022506567063729
4,240316_070644_893976.json,240316_070644_893976.pickle,2,240316_070644_893976_000002,1456,242,109.99115787926058,236.21203726301053,-8.932940587813993,2.0626823466567124,1.5677482606449724
5,240316_070644_893976.json,240316_070644_893976.pickle,3,240316_070644_893976_000003,1461,237,122.18875692585712,231.37142452624752,-67.24319280833805,2.0280814445622384,-1.8515810702172375
6,240316_070644_893976.json,240316_070644_893976.pickle,4,240316_070644_893976_000004,1463,246,119.92988353073699,219.46968084144945,-24.35629053990566,-3.2565796417778397,0.7888277595064239
7,240316_070644_893976.json,240316_070644_893976.pickle,5,240316_070644_893976_000005,1458,237,116.74714757558363,216.476771377499,-7.356365786780373,1.3953030019372634,-0.6456948470673936
8,240316_070644_893976.json,240316_070644_893976.pickle,6,240316_070644_893976_000006,1448,241,117.24804133548868,237.78799161650076,36.38916622794661,-2.2609681484658104,0.1373824415212774
9,240316_070644_893976.json,240316_070644_893976.pickle,7,240316_070644_893976_000007,1456,246,109.99115787926058,240.97398962401832,-52.54018285628502,-1.9952863524950017,1.7436354236826468
10,240316_070644_893976.json,240316_070644_893976.pickle,8,240316_070644_893976_000008,1461,242,118.28786807487259,234.0103489749451,-45.665704519502476,2.9865896417232864,-0.4409326904212019
11,240316_070644_893976.json,240316_070644_893976.pickle,9,240316_070644_893976_000009,1452,236,118.63964795237416,217.97205144939073,6.376503035808305,0.27935132674061314,-0.43536152324128596
12,240316_070652_326401.json,240316_070652_326401.pickle,1,240316_070652_326401_000001,1707,265,65.0433380011056,191.5961957487586,42.07887268991389,-13.313715626642427,0.6540652149178738
13,240316_070652_326401.json,240316_070652_326401.pickle,2,240316_070652_326401_000002,1713,270,77.87380327468142,177.6125588056383,-31.246785553281395,1.8255633536481812,-0.4288925240505945
14,240316_070652_326401.json,240316_070652_326401.pickle,3,240316_070652_326401_000003,1706,254,73.11528792109277,174.32561262688674,25.117103196002258,4.616988511182754,-0.4201665295537523
15,240316_070656_289222.json,240316_070656_289222.pickle,1,240316_070656_289222_000001,1365,252,68.07430154240191,213.91923499270376,0.8106320243945063,2.8522407253041675,-0.026728186386853148
16,240316_070656_289222.json,240316_070656_289222.pickle,2,240316_070656_289222_000002,1359,236,69.9113361703071,173.04403620556212,-28.864308289317794,2.595307235840475,-0.0029835389637029516
17,240316_070657_803221.json,240316_070657_803221.pickle,1,240316_070657_803221_000001,1859,203,70.38966040949329,228.35769333847327,-0.8217425318384306,4.112998399425439,0.5307563738036919
18,240316_070658_859223.json,240316_070658_859223.pickle,1,240316_070658_859223_000001,1772,299,67.17942098017892,210.81456120565622,-37.40414937603225,13.828549475750691,0.24384923412152387
19,240316_070658_859223.json,240316_070658_859223.pickle,2,240316_070658_859223_000002,1780,293,84.8812049493181,199.91127922872454,-3.8339525407828288,3.8883792352168416,-0.22436664535250592
20,240316_070658_859223.json,240316_070658_859223.pickle,3,240316_070658_859223_000003,1772,314,88.79900609411948,212.9960491251599,27.490445725329,4.521978239744931,-0.9660133085866764
21,240316_070658_859223.json,240316_070658_859223.pickle,4,240316_070658_859223_000004,1772,282,83.17942098017892,176.51972738731976,13.125769271982875,0.9663206566327839,1.510485008734764
22,240316_070704_956284.json,240316_070704_956284.pickle,1,240316_070704_956284_000001,1777,170,29.972177670188874,164.98303371494913,8.490973004653284,-2.1530064574633303,-0.2509367528293938
