,json_file,pickle_file,line_id,png_file,png_w,png_h,draw_ori_pos_x,draw_ori_pos_y,xtrans_pix,ytrans_pix,rotate_ccw_deg
0,240316_070315_051295.json,240316_070315_051295.pickle,1,240316_070315_051295_000001,1483,457,129.2230636917561,234.39371191558723,40.1319480664281,15.21149885658808,0.430670582821973
1,240316_070315_051295.json,240316_070315_051295.pickle,2,240316_070315_051295_000002,1495,457,129.2230636917561,245.1405254394368,25.18667573856515,-12.922756953843809,-1.747112512899626
2,240316_070315_051295.json,240316_070315_051295.pickle,3,240316_070315_051295_000003,1496,450,130.88011212915706,241.44184099682124,29.856069345256916,-6.404310936504303,0.5659680085953245
3,240316_070315_051295.json,240316_070315_051295.pickle,4,240316_070315_051295_000004,1495,443,131.08651770315092,244.4422775970232,12.148087947507191,-9.290732470540956,0.7792289164404578
4,240316_070315_051295.json,240316_070315_051295.pickle,5,240316_070315_051295_000005,1496,443,131.95855390956373,231.5614029673701,-69.42145710428261,-7.418228274409897,0.24723702719646118
5,240316_070315_051295.json,240316_070315_051295.pickle,6,240316_070315_051295_000006,1496,445,129.91025389179262,248.31846932614488,-13.635652761897987,-8.3879114383773,-0.3197330706108083
6,240316_070315_051295.json,240316_070315_051295.pickle,7,240316_070315_051295_000007,1486,402,131.14852946859295,205.68911536092412,31.865925839667824,-12.598928843568117,0.9267582769316718
7,240316_070325_277142.json,240316_070325_277142.pickle,1,240316_070325_277142_000001,1914,301,52.15483798206435,204.3153569633079,-19.535008386507602,3.996516249753561,-0.02564641809332513
8,240316_070325_277142.json,240316_070325_277142.pickle,2,240316_070325_277142_000002,1923,306,75.27146777804793,198.17811884426646,68.10280753139784,1.7937101839645107,0.7615447410462189
9,240316_070325_277142.json,240316_070325_277142.pickle,3,240316_070325_277142_000003,1923,302,72.93424024229024,200.77464283205572,23.42865638616692,-4.336076461305158,-1.4098204241201293
