,json_file,pickle_file,line_id,png_file,png_w,png_h,draw_ori_pos_x,draw_ori_pos_y,xtrans_pix,ytrans_pix,rotate_ccw_deg
0,240316_070912_556091.json,240316_070912_556091.pickle,1,240316_070912_556091_000001,1948,425,67.31217755917575,178.07797141392012,16.32000075297512,-6.942334009789724,0.12435415718712652
1,240316_070912_556091.json,240316_070912_556091.pickle,2,240316_070912_556091_000002,1952,434,74.0288934195672,188.6813029834912,13.1347816928956,-5.696707415719376,-1.3349761422846886
2,240316_070912_556091.json,240316_070912_556091.pickle,3,240316_070912_556091_000003,1949,413,70.81447760672768,177.4109775388554,49.647752517554025,6.015528970818205,-0.6893034871553946
3,240316_070912_556091.json,240316_070912_556091.pickle,4,240316_070912_556091_000004,1952,415,71.88519628397154,178.83979412544355,22.95096871826097,-1.9730074519248941,0.3825468864896005
4,240316_070924_152844.json,240316_070924_152844.pickle,1,240316_070924_152844_000001,1414,388,89.23069444178937,207.2338539795913,40.86575598760374,1.0974707867462903,0.7968889358353108
5,240316_070924_152844.json,240316_070924_152844.pickle,2,240316_070924_152844_000002,1419,388,97.6955452064915,199.85633060525186,12.718835333751885,-0.49179634621640156,-0.30505698319105884
6,240316_070924_152844.json,240316_070924_152844.pickle,3,240316_070924_152844_000003,1419,377,99.40338442987684,183.99535576970533,-45.171657286637654,2.0607766383907116,0.28415243450641076
7,240316_070924_152844.json,240316_070924_152844.pickle,4,240316_070924_152844_000004,1417,377,94.20584023946216,207.7456381907346,0.1203287675101239,1.084929849142762,-0.6224551290050011
8,240316_070924_152844.json,240316_070924_152844.pickle,5,240316_070924_152844_000005,1420,376,96.63448822857603,190.311239089622,32.02568580428383,10.959537210834027,0.4362969223633708
9,240316_070924_152844.json,240316_070924_152844.pickle,6,240316_070924_152844_000006,1416,372,96.30879605144494,188.051970034551,16.013552382517055,1.4176768384062297,0.11514365194202704
10,240316_070931_016821.json,240316_070931_016821.pickle,1,240316_070931_016821_000001,1409,230,54.31314632833997,171.4269387565456,4.519255177342032,-3.7807920113411155,-0.5284746484938151
11,240316_070932_132431.json,240316_070932_132431.pickle,1,240316_070932_132431_000001,1819,318,94.89069085669394,207.72253043304104,15.17417757900306,2.70478376601268,-1.0013470368350226
12,240316_070932_132431.json,240316_070932_132431.pickle,2,240316_070932_132431_000002,1811,328,99.5359351807611,212.5211035173241,53.171733004071775,0.3000628840933632,-0.17991450096996506
13,240316_070932_132431.json,240316_070932_132431.pickle,3,240316_070932_132431_000003,1811,316,85.70964291796673,211.72035738953446,-29.80299980974903,-3.6305921560675194,1.4634574588808185
14,240316_070937_460929.json,240316_070937_460929.pickle,1,240316_070937_460929_000001,1482,210,69.85117492546263,154.54510109724558,-39.395145591048816,0.5841887244601031,-0.2859608455299365
15,240316_070938_295182.json,240316_070938_295182.pickle,1,240316_070938_295182_000001,1601,252,63.634104736313084,167.621136116088,9.397061189644631,-3.371646758408367,-0.5609760256551664
16,240316_070938_902773.json,240316_070938_902773.pickle,1,240316_070938_902773_000001,1778,233,94.30667679841399,175.90630229892008,15.01520476627813,-6.5682566364034,-0.28010675545145125
17,240316_070939_517799.json,240316_070939_517799.pickle,1,240316_070939_517799_000001,1458,276,83.33298631743347,176.16272615760386,-32.50514454161874,3.354578941247555,0.28434878008996567
18,240316_070940_061015.json,240316_070940_061015.pickle,1,240316_070940_061015_000001,1580,243,38.38915520133925,177.30871263742645,8.216369805749723,-4.484530189112812,1.0358784368752987
19,240316_070940_873722.json,240316_070940_873722.pickle,1,240316_070940_873722_000001,1542,146,69.31885513551435,139.08911829839965,-2.731503421234011,-3.363171115073643,0.48808682812624987
20,240316_070941_178751.json,240316_070941_178751.pickle,1,240316_070941_178751_000001,1758,466,60.462354829294426,144.99804556551675,47.29937773653173,3.0895488388394905,0.8381457512496637
21,240316_070942_576347.json,240316_070942_576347.pickle,1,240316_070942_576347_000001,1441,280,34.0401544720718,165.8986520335736,50.5235548815392,11.116025683440085,0.25286419330527665
22,240316_070942_576347.json,240316_070942_576347.pickle,2,240316_070942_576347_000002,1441,296,37.247514706853494,151.7356564299631,-34.313487326526726,-8.428363029564446,-0.07859498088250724
23,240316_070942_576347.json,240316_070942_576347.pickle,3,240316_070942_576347_000003,1440,309,35.81365697619515,163.5849100461153,-48.866114795448496,1.9699929501293028,0.20378163040174307
