,json_file,pickle_file,line_id,png_file,png_w,png_h,draw_ori_pos_x,draw_ori_pos_y,xtrans_pix,ytrans_pix,rotate_ccw_deg
0,240316_070128_103210.json,240316_070128_103210.pickle,1,240316_070128_103210_000001,1707,269,41.40884208918596,172.9072491533766,33.07314465909902,-5.396101578377215,-1.2863811325944845
1,240316_070128_103210.json,240316_070128_103210.pickle,2,240316_070128_103210_000002,1705,269,59.27201785305718,171.8425221952538,3.475697627245229,-2.5365285926411687,-0.40715208435944905
2,240316_070128_103210.json,240316_070128_103210.pickle,3,240316_070128_103210_000003,1707,266,41.40884208918596,163.08741852866845,52.19945878971887,-4.975790839998626,0.5203665189635502
3,240316_070128_103210.json,240316_070128_103210.pickle,4,240316_070128_103210_000004,1719,270,65.05900532052549,172.21368947105324,57.94427472136593,-8.471042710859605,-0.11390555783622644
4,240316_070128_103210.json,240316_070128_103210.pickle,5,240316_070128_103210_000005,1714,281,57.78875230681522,179.96172293741304,0.12650533133171726,-3.3925630453511038,1.8646971098388725
5,240316_070128_103210.json,240316_070128_103210.pickle,6,240316_070128_103210_000006,1720,256,66.51179176772898,159.90430335218366,18.476754613209856,7.32730602714448,0.6310331250487874
6,240316_070128_103210.json,240316_070128_103210.pickle,7,240316_070128_103210_000007,1716,262,58.69561802605725,157.2786260635785,-25.169869939545617,-9.132255870546219,0.40179724078294793
7,240316_070128_103210.json,240316_070128_103210.pickle,8,240316_070128_103210_000008,1720,260,62.354399087207454,175.47540878228367,-2.178042680309631,4.6205956297638595,-1.0580418803928056
8,240316_070128_103210.json,240316_070128_103210.pickle,9,240316_070128_103210_000009,1716,264,58.23676866912734,157.32433990101438,-49.536774067993626,-3.1599193855027017,1.7409585096594424
9,240316_070128_103210.json,240316_070128_103210.pickle,10,240316_070128_103210_000010,1712,268,59.809169746559746,184.47722564398723,-20.489807762234527,2.7837802732038788,-0.40728706252691876
10,240316_070137_071197.json,240316_070137_071197.pickle,1,240316_070137_071197_000001,1500,237,63.3430713927,175.74272084447796,-23.576269580877653,-3.8909073368578806,-0.5219654147092666
