,json_file,pickle_file,line_id,png_file,png_w,png_h,draw_ori_pos_x,draw_ori_pos_y,xtrans_pix,ytrans_pix,rotate_ccw_deg
0,240316_070438_719679.json,240316_070438_719679.pickle,1,240316_070438_719679_000001,1638,267,55.57360025173767,220.07168766619301,-11.246576832755943,5.687153379810478,-0.6889644037467477
1,240316_070438_719679.json,240316_070438_719679.pickle,2,240316_070438_719679_000002,1649,274,75.44185828217685,221.33118339936456,-46.466179793754165,6.759178273941646,-0.5928752746072774
2,240316_070438_719679.json,240316_070438_719679.pickle,3,240316_070438_719679_000003,1641,267,71.13059580297727,222.38144954888423,11.693147495854042,4.366777334131017,0.5321297324697875
3,240316_070442_319194.json,240316_070442_319194.pickle,1,240316_070442_319194_000001,2001,199,60.984889832732435,185.8225919313163,15.583661734227928,1.0231869452919726,0.6617085648194116
4,240316_070442_319194.json,240316_070442_319194.pickle,2,240316_070442_319194_000002,2000,189,59.57929714981991,186.204728006097,38.1611808151504,5.885915473567217,0.02096470061884345
5,240316_070442_319194.json,240316_070442_319194.pickle,3,240316_070442_319194_000003,1993,102,59.76164581009602,145.74063377696598,-49.559138711113455,3.8667422313293747,0.5611928355355202
6,240316_070444_980821.json,240316_070444_980821.pickle,1,240316_070444_980821_000001,1634,265,74.24736719949725,175.21689896221352,3.8543110930182483,-3.8144001515544335,1.0484205551147696
7,240316_070444_980821.json,240316_070444_980821.pickle,2,240316_070444_980821_000002,1630,282,76.95955184817302,188.992939679899,-16.739270822148097,-8.843994857900528,-0.6171972481984164
8,240316_070446_570785.json,240316_070446_570785.pickle,1,240316_070446_570785_000001,1628,213,45.93399687667056,158.31331760225677,-3.3451844858333017,-7.383963886970197,0.5453463225432833
9,240316_070446_570785.json,240316_070446_570785.pickle,2,240316_070446_570785_000002,1627,213,47.52755102750693,150.9459439516703,-53.79763957780851,-4.714740021781458,-0.11342762129391686
10,240316_070446_570785.json,240316_070446_570785.pickle,3,240316_070446_570785_000003,1625,212,47.304933050777635,157.45232789075442,10.426384224728945,0.12342146047048251,-1.460892754385665
11,240316_070446_570785.json,240316_070446_570785.pickle,4,240316_070446_570785_000004,1629,223,49.26685901266765,153.40138871563713,-22.046254763063086,-5.1134655893768635,2.677360361144973
